Objekt_ID;Strasse;Hausnummer;Ort;Baujahr;AfA_Typ;Sanierungsgebiet_7h;Kaufpreis;Wohnflaeche_neu_qm;Anzahl_Wohneinheiten;Sanierungskosten;Foerderfaehige_Kosten_KFW;KFW_Zuschuss_Prozent;Kommunale_Foerderung_Betrag;Grundstuecksanteil_Kaufpreis;Vermietungsstatus;Wohnflaeche_qm;Kellerflaeche_qm;Anzahl_Stellplaetze;Wohnflaeche_Bestand_qm;Anzahl_Wohneinheiten_Bestand;Objekttyp;Grundstuecksgroesse_antlg;GIK_brutto;GIK_netto;Grund_Boden;Altsubstanz;SanAnteil_brutto;SanAnteil_netto
SZ155;Weserstrasse;7;Salzgitter;1939;Denkmal;ja;138944;299.26;7;0;0;0.4;0;42150;teilvermietet;299.26;68.83;0;213.76;4;Kettenhaus;562;0;0;0;0;0;0
SZ156;Weserstrasse;9;Salzgitter;1939;Denkmal;ja;188942;406.95;8;0;0;0.4;0;57600;teilvermietet;406.95;93.60;0;290.68;6;MFH;768;0;0;0;0;0;0
SZ157;Weserstrasse;21;Salzgitter;1939;Denkmal;ja;130936;282.02;5;0;0;0.4;0;57975;teilvermietet;282.02;64.86;0;201.44;4;MFH;773;0;0;0;0;0;0
SZ158;Weserstrasse;22;Salzgitter;1939;Denkmal;ja;138216;297.70;5;0;0;0.4;0;30300;vollvermietet;297.7;68.47;0;212.64;4;Kettenhaus;404;0;0;0;0;0;0
SZ159;Weserstrasse;24;Salzgitter;1939;Denkmal;ja;138216;297.70;5;0;0;0.4;0;30300;leerstehend;297.7;68.47;0;212.64;4;Kettenhaus;404;0;0;0;0;0;0
SZ160;Weserstrasse;26;Salzgitter;1939;Denkmal;ja;138216;297.70;5;0;0;0.4;0;30300;teilvermietet;297.7;68.47;0;212.64;4;Kettenhaus;404;0;0;0;0;0;0
SZ161;Weserstrasse;28;Salzgitter;1939;Denkmal;ja;138216;297.70;5;0;0;0.4;0;30300;leerstehend;297.7;68.47;0;212.64;4;Kettenhaus;404;0;0;0;0;0;0
SZ162;Weserstrasse;30;Salzgitter;1939;Denkmal;ja;161590;348.04;6;0;0;0.4;0;30300;teilvermietet;348.04;80.05;0;248.6;4;Kettenhaus;404;0;0;0;0;0;0
SZ163;Weserstrasse;30a;Salzgitter;1939;Denkmal;ja;19500;42.00;1;0;0;0.4;0;525;vollvermietet;42.00;9.66;0;30.00;1;Kettenhaus;7;0;0;0;0;0;0
;;;;;;;;;;;;; ;;;;;;;;;;;157267,50;;;;
;;;;;;;;;;;;; ;;;;;;;;;;;;;;;
;;;;;;;;;;;;; ;;;;;;;;;;;;;;;
;;;;;;;;;;;;; ;;;;;;;;;;;;;;;
;;;;;;;;;;;;; ;;;;;;;;;;;;;;;
;;;;;;;;;;;;; ;;;;;;;;;;;;;;;
;;;;;;;;;;;;; ;;;;;;;;;;;;;;;
